Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530),Saracatinib (AZD0530)
115.36771082135,142.869357206029,132.975079138755,97.5157728706625,213.496918136342,206.062449282403,132.975079138755,97.5157728706625,213.496918136342,206.062449282403
151.448336658162,163.645455030139,101.304556419431,129.21380398129,208.41021660129,205.451263085662,101.304556419431,129.21380398129,208.41021660129,205.451263085662
143.63731714517,148.627445445935,147.411288369966,113.75231154139,202.573910780522,197.475359773064,147.411288369966,113.75231154139,202.573910780522,197.475359773064
143.680915212998,152.806539274536,121.512738425116,148.289459371261,201.955416527421,206.110052488799,121.512738425116,148.289459371261,201.955416527421,206.110052488799
158.279044586856,168.676338683677,143.487978980029,108.532307190253,164.435600505771,169.224944636914,143.487978980029,108.532307190253,164.435600505771,169.224944636914
180.576231571708,200.158534520068,148.377991803646,130.002447514413,121.305067122922,116.92015606057,148.377991803646,130.002447514413,121.305067122922,116.92015606057
143.377534575332,159.355222387395,37.5743186893008,29.0166430980094,68.4357597209128,73.1410739116334,37.5743186893008,29.0166430980094,68.4357597209128,73.1410739116334
