Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825),Dasatinib (BMS-354825)
23.0693113458536,18.6781811966455,12.3898110534198,9.86484281518547,6.88405460351995,6.17936943846311,12.3898110534198,9.86484281518547,6.88405460351995,6.17936943846311
74.235384604612,70.451580327293,78.031485118327,75.4908626128576,55.564771265627,54.5169457671424,78.031485118327,75.4908626128576,55.564771265627,54.5169457671424
111.456009623269,142.341379234644,129.524136199367,124.139290764712,106.398690879761,100.279634039912,129.524136199367,124.139290764712,106.398690879761,100.279634039912
147.921278768552,184.997279353192,182.157685651,141.815783748504,185.587170492342,178.157644559942,182.157685651,141.815783748504,185.587170492342,178.157644559942
175.542331586339,160.236100395787,183.18716203492,158.579897748287,193.929134714195,189.634610593245,183.18716203492,158.579897748287,193.929134714195,189.634610593245
144.759515932459,161.052490450294,124.015809815896,138.317197867943,201.279358322567,187.667846539511,124.015809815896,138.317197867943,201.279358322567,187.667846539511
150.051134673805,185.733814111611,118.284639459077,130.988251930817,199.593031549248,189.121553813198,118.284639459077,130.988251930817,199.593031549248,189.121553813198
