PLX3397,PLX3397,PLX3397,PLX3397,PLX3397,PLX3397,PLX3397,PLX3397,PLX3397,PLX3397
159.345004446413,145.908797960221,97.2462851864805,103.654954856956,207.22131591719,189.991913022539,97.2462851864805,103.654954856956,207.22131591719,189.991913022539
142.852809901,130.173188378526,104.154448360281,114.126237354509,197.375051472154,191.547786242117,104.154448360281,114.126237354509,197.375051472154,191.547786242117
132.707100956983,127.761887736861,115.524198972317,103.253834439247,175.607250188815,165.557827456472,115.524198972317,103.253834439247,175.607250188815,165.557827456472
120.720470048349,138.030290913196,122.107512128631,104.58501033395,155.884595692543,157.961079507098,122.107512128631,104.58501033395,155.884595692543,157.961079507098
164.918849733344,164.868256402537,120.406365177154,131.676275426955,128.356014756092,129.786662472388,120.406365177154,131.676275426955,128.356014756092,129.786662472388
157.427979345646,169.504528661661,130.931819608476,141.583269879256,55.233672466974,53.0504329525541,130.931819608476,141.583269879256,55.233672466974,53.0504329525541
157.840226164516,148.251219978799,7.27538493269843,5.96105732622648,1.68109368679634,1.75742129811995,7.27538493269843,5.96105732622648,1.68109368679634,1.75742129811995
