Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163),Avagacestat (BMS-708163)
137.970600234464,181.668603265403,117.110785289608,107.853801805722,55.5592553095623,38.7002932747248,117.110785289608,107.853801805722,55.5592553095623,38.7002932747248
163.778592574766,163.867183824775,41.5729556195242,40.9754704666594,50.1241999338085,44.5229170465412,41.5729556195242,40.9754704666594,50.1241999338085,44.5229170465412
163.025558491986,189.656877042445,76.049429214531,66.8443380833243,101.174656182174,96.1587553014243,76.049429214531,66.8443380833243,101.174656182174,96.1587553014243
167.625283636204,173.220132472762,85.8153309479612,86.3374306537583,122.769341305944,130.185582909614,85.8153309479612,86.3374306537583,122.769341305944,130.185582909614
139.250938758903,175.781264700901,106.844269278021,117.090449254868,147.78250484212,137.679468959786,106.844269278021,117.090449254868,147.78250484212,137.679468959786
166.317341601365,179.060820177007,109.006797413754,105.305667355597,149.438423139698,148.738306244511,109.006797413754,105.305667355597,149.438423139698,148.738306244511
138.924340215293,138.458655577091,136.331862652785,103.427879908626,158.52900160387,154.35270078601,136.331862652785,103.427879908626,158.52900160387,154.35270078601
