Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606),Bosutinib (SKI-606)
1.99802979483848,2.70026155843667,3.19357384340839,3.47818992711846,2.31670154717516,2.73147755063408,3.19357384340839,3.47818992711846,2.31670154717516,2.73147755063408
83.4046516153213,100.438753300842,61.7073794086788,47.9971173719134,81.9976570319954,87.0047422258535,61.7073794086788,47.9971173719134,81.9976570319954,87.0047422258535
132.751988908475,147.307774934297,114.061589231749,100.795442184271,142.379413724588,144.351155769662,114.061589231749,100.795442184271,142.379413724588,144.351155769662
139.389988217834,181.49270208055,126.631872517106,117.73904057435,212.805726411004,220.202271869985,126.631872517106,117.73904057435,212.805726411004,220.202271869985
140.735336878916,164.508770361728,147.813035251495,112.773305776134,237.70602500001,245.781339821474,147.813035251495,112.773305776134,237.70602500001,245.781339821474
165.918251595863,159.707573590752,112.34945701398,99.4221146524529,221.13722445981,214.205103008049,112.34945701398,99.4221146524529,221.13722445981,214.205103008049
150.805458640249,164.717327148762,103.172051689041,141.859295115849,209.581013634716,207.101646764722,103.172051689041,141.859295115849,209.581013634716,207.101646764722
