Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139),Semagacestat (LY450139)
61.962657499402,67.8630064166494,99.6599051231695,116.271891656695,189.375217961084,192.000991037513,99.6599051231695,116.271891656695,189.375217961084,192.000991037513
64.9108156008112,72.5157436852768,107.492399989239,97.3050146850865,203.827447154918,204.700607845621,107.492399989239,97.3050146850865,203.827447154918,204.700607845621
85.8332445770527,88.1772607242095,103.470223202676,89.2676492983792,178.447543257825,177.414923187633,103.470223202676,89.2676492983792,178.447543257825,177.414923187633
132.072994147982,137.347541852486,97.4785451023648,113.889644294572,176.63166223437,161.264073915809,97.4785451023648,113.889644294572,176.63166223437,161.264073915809
140.845234967051,164.52084470203,115.847479666048,99.4452300663548,178.183201671032,165.778583846367,115.847479666048,99.4452300663548,178.183201671032,165.778583846367
173.588673789527,183.761854806842,111.668370503887,120.594474056347,167.959164952949,164.055821023079,111.668370503887,120.594474056347,167.959164952949,164.055821023079
171.524601951115,160.773408539224,83.0282119573503,85.3380289350593,139.71902568415,142.116867263609,83.0282119573503,85.3380289350593,139.71902568415,142.116867263609
